mesh_id,descriptor_name,tree_number,parent_tree_number,parent_id,parent_name
D016183,Murine Acquired Immunodeficiency Syndrome,C01.925.782.815.650,C01,D007239,Infections
D016183,Murine Acquired Immunodeficiency Syndrome,C22.795.650,C22,D000820,Animal Diseases
D065926,"Influenza A Virus, H10N8 Subtype",B04.820.480.968.405.400.106,B04,D014780,Viruses
D016097,Simian Acquired Immunodeficiency Syndrome,C01.925.782.815.616.850,C01,D007239,Infections
D016097,Simian Acquired Immunodeficiency Syndrome,C22.735.500.850,C22,D000820,Animal Diseases
D053124,"Influenza A Virus, H5N1 Subtype",B04.820.480.968.405.400.500,B04,D014780,Viruses
D007530,Isoflurane,D02.355.601.570,D02,D009930,Organic Chemicals
D015498,HIV-2,B04.820.650.589.650.350.410,B04,D014780,Viruses
D022241,Parainfluenza Vaccines,D20.215.894.899.500,D20,D045424,Complex Mixtures
D000080532,Alouatta caraya,B01.050.150.900.649.313.988.400.600.075.050.075.500,B01,D056890,Eukaryota
D004737,Enflurane,D02.355.601.400,D02,D009930,Organic Chemicals
D015528,HIV Seroprevalence,E05.318.372.500.950.375,E05,D008919,Investigative Techniques
D015528,HIV Seroprevalence,N05.715.360.330.500.950.375,N05,D017530,"Health Care Quality, Access, and Evaluation"
D015528,HIV Seroprevalence,N06.850.520.450.500.950.375,N06,D004778,Environment and Public Health
D000071419,ETS Motif,G02.111.570.820.709.275.500.360.360.500,G02,D055598,Chemical Phenomena
D019139,Tumor Escape,G12.900,G12,D055633,Immune System Phenomena
D050198,Phenoxypropanolamines,D02.033.100.624.698,D02,D009930,Organic Chemicals
D000068997,Smartphone,L01.224.230.260.550.500.750,L01,D007254,Information Science
D064699,Dexmethylphenidate Hydrochloride,D02.241.223.601.600.500,D02,D009930,Organic Chemicals
D064699,Dexmethylphenidate Hydrochloride,D03.383.621.460.500,D03,D006571,Heterocyclic Compounds
D000071238,Fibronectin Type III Domain,G02.111.570.820.709.275.750.250.500,G02,D055598,Chemical Phenomena
D000080487,Internet of Things,L01.224.230.110.500.657,L01,D007254,Information Science
D005962,Glucosylceramidase,D08.811.277.450.420.412,D08,D045762,Enzymes and Coenzymes
D020027,Pyrococcus furiosus,B02.200.825.800.650.300,B02,D001105,Archaea
D000088603,Antigenic Drift and Shift,G05.045.300.500,G05,D055614,Genetic Phenomena
D000088603,Antigenic Drift and Shift,G12.500.249.500,G12,D055633,Immune System Phenomena
D000088603,Antigenic Drift and Shift,G16.075.300.500,G16,D001686,Biological Phenomena
D050835,Interferon Regulatory Factors,D12.644.360.024.302,D12,D000602,"Amino Acids, Peptides, and Proteins"
D034982,Integration Host Factors,D12.776.097.513,D12,D000602,"Amino Acids, Peptides, and Proteins"
D034982,Integration Host Factors,D23.297.500,D23,D001685,Biological Factors
D029406,GB virus B,B04.450.355,B04,D014780,Viruses
D058640,Brochothrix,B03.353.500.120,B03,D001419,Bacteria
D011953,"Receptors, Cyclic AMP",D12.776.543.750.695.700.150,D12,D000602,"Amino Acids, Peptides, and Proteins"
D029769,Camptotheca,B01.875.800.575.912.250.778.188,B01,D056890,Eukaryota
D020804,"Encephalitis, Varicella Zoster",C01.207.245.340.400,C01,D007239,Infections
D020804,"Encephalitis, Varicella Zoster",C10.228.140.430.520.750.400,C10,D009422,Nervous System Diseases
D053672,Electrochemotherapy,E02.319.341,E02,D013812,Therapeutics
D053672,Electrochemotherapy,E05.200.500.454.750.500,E05,D008919,Investigative Techniques
D054743,Cyclic AMP-Dependent Protein Kinase Type I,D08.811.913.696.620.682.700.150.125.750,D08,D045762,Enzymes and Coenzymes
D054743,Cyclic AMP-Dependent Protein Kinase Type I,D12.776.476.563.150.125.750,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000074402,Synovectomy,E04.555.640,E04,D013514,"Surgical Procedures, Operative"
D010778,Photochemotherapy,E02.186.500,E02,D013812,Therapeutics
D038961,O-Acetyl-ADP-Ribose,D03.633.100.759.646.138.124.070.125.040,D03,D006571,Heterocyclic Compounds
D038961,O-Acetyl-ADP-Ribose,D09.408.620.569.070.125.040,D09,D002241,Carbohydrates
D038961,O-Acetyl-ADP-Ribose,D13.695.667.138.124.070.125.040,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D018013,"Receptors, Neuropeptide",D12.776.543.750.720.600,D12,D000602,"Amino Acids, Peptides, and Proteins"
D058494,Walker-Warburg Syndrome,C10.500.507.450.499.249.500,C10,D009422,Nervous System Diseases
D058494,Walker-Warburg Syndrome,C11.270.881,C11,D005128,Eye Diseases
D058494,Walker-Warburg Syndrome,C16.131.666.507.450.499.249.500,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D014057,"Tomography, X-Ray Computed",E01.370.350.350.810,E01,D003933,Diagnosis
D017260,"Receptor-CD3 Complex, Antigen, T-Cell",D12.776.543.750.705.816.824.800,D12,D000602,"Amino Acids, Peptides, and Proteins"
D017260,"Receptor-CD3 Complex, Antigen, T-Cell",D23.050.301.264.894.095.800,D23,D001685,Biological Factors
D011434,Proprioception,F02.830.816.541,F02,D011579,Psychological Phenomena
D011434,Proprioception,G07.888.750,G07,D010829,Physiological Phenomena
D011434,Proprioception,G11.561.790.541,G11,D055687,Musculoskeletal and Neural Physiological Phenomena
D017867,Cyclic Nucleotide-Regulated Protein Kinases,D08.811.913.696.620.682.700.150,D08,D045762,Enzymes and Coenzymes
D017867,Cyclic Nucleotide-Regulated Protein Kinases,D12.776.476.563.150,D12,D000602,"Amino Acids, Peptides, and Proteins"
D066330,"Printing, Three-Dimensional",J01.897.564,J01,D013676,"Technology, Industry, and Agriculture"
D066330,"Printing, Three-Dimensional",L01.224.108.150.500,L01,D007254,Information Science
D010725,Phosphocreatine,D12.125.373.603,D12,D000602,"Amino Acids, Peptides, and Proteins"
D005993,Glycerolphosphate Dehydrogenase,D08.811.682.047.150.700.400,D08,D045762,Enzymes and Coenzymes
D000092722,Electroporation Therapies,E02.348,E02,D013812,Therapeutics
D000092722,Electroporation Therapies,E05.200.500.454.750,E05,D008919,Investigative Techniques
D001186,Artificial Limbs,E07.695.050,E07,D004864,Equipment and Supplies
D018005,"Receptors, Vasoactive Intestinal Peptide",D12.776.543.750.695.665.625,D12,D000602,"Amino Acids, Peptides, and Proteins"
D017247,Neutron Capture Therapy,E02.815.722.500,E02,D013812,Therapeutics
D009864,Ontario,Z01.107.567.176.639,Z01,D005842,Geographic Locations
D000069280,Electrocorticography,E01.370.376.150,E01,D003933,Diagnosis
D052162,Human papillomavirus 16,B04.280.210.655.050.616,B04,D014780,Viruses
D012684,Sensory Thresholds,F02.463.593.710,F02,D011579,Psychological Phenomena
D004599,Electric Stimulation Therapy,E02.331,E02,D013812,Therapeutics
D006941,Hyperesthesia,C10.597.751.791.450,C10,D009422,Nervous System Diseases
D006941,Hyperesthesia,C23.888.592.763.770.450,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D000497,Alloys,D01.552.033,D01,D007287,Inorganic Chemicals
D000497,Alloys,D25.058,D25,D001697,Biomedical and Dental Materials
D000497,Alloys,J01.637.051.058,J01,D013676,"Technology, Industry, and Agriculture"
D000081204,Chromatin Immunoprecipitation Sequencing,E05.393.170.500,E05,D008919,Investigative Techniques
D010416,Pentachlorophenol,D02.455.426.559.389.657.190.633,D02,D009930,Organic Chemicals
D000071038,Grid Cells,A08.675.324,A08,D009420,Nervous System
D000071038,Grid Cells,A11.671.322,A11,D002477,Cells
D013506,Otologic Surgical Procedures,E04.580.450,E04,D013514,"Surgical Procedures, Operative"
D011468,Prostatectomy,E04.950.774.860.625,E04,D013514,"Surgical Procedures, Operative"
D012607,Scotoma,C10.597.751.941.811,C10,D009422,Nervous System Diseases
D012607,Scotoma,C11.966.811,C11,D005128,Eye Diseases
D012607,Scotoma,C23.888.592.763.941.811,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D001766,Blindness,C10.597.751.941.162,C10,D009422,Nervous System Diseases
D001766,Blindness,C11.966.075,C11,D005128,Eye Diseases
D001766,Blindness,C23.888.592.763.941.162,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D054754,Cyclic AMP-Dependent Protein Kinase RIIalpha Subunit,D08.811.913.696.620.682.700.150.125.875.750,D08,D045762,Enzymes and Coenzymes
D054754,Cyclic AMP-Dependent Protein Kinase RIIalpha Subunit,D12.776.476.563.150.125.875.750,D12,D000602,"Amino Acids, Peptides, and Proteins"
D048430,Cell Shape,G04.320,G04,D002468,Cell Physiological Phenomena
D017115,Catheter Ablation,E02.808.750.500,E02,D013812,Therapeutics
D017115,Catheter Ablation,E04.014.760.500,E04,D013514,"Surgical Procedures, Operative"
D002933,Cineradiography,E01.370.350.700.225.469,E01,D003933,Diagnosis
D000091368,Census Tract,E05.318.740.933.249.500,E05,D008919,Investigative Techniques
D000091368,Census Tract,N06.850.520.830.933.249.500,N06,D004778,Environment and Public Health
D015332,"Gene Rearrangement, alpha-Chain T-Cell Antigen Receptor",G05.344.801.111,G05,D055614,Genetic Phenomena
D015332,"Gene Rearrangement, alpha-Chain T-Cell Antigen Receptor",G12.500.287.111,G12,D055633,Immune System Phenomena
D007946,"Leukemia, Mast-Cell",C04.557.337.440,C04,D009369,Neoplasms
D007946,"Leukemia, Mast-Cell",C15.378.508.440,C15,D006425,Hemic and Lymphatic Diseases
D007946,"Leukemia, Mast-Cell",C20.762.750.750.500,C20,D007154,Immune System Diseases
D005126,Eye Burns,C10.900.300.284.250.250,C10,D009422,Nervous System Diseases
D005126,Eye Burns,C26.200.503,C26,D014947,Wounds and Injuries
D000089862,Haptic Technology,J01.293.069.375,J01,D013676,"Technology, Industry, and Agriculture"
D000089862,Haptic Technology,L01.224.160.875.500,L01,D007254,Information Science
D044282,"Receptor, Serotonin, 5-HT1A",D12.776.543.750.670.800.100.100,D12,D000602,"Amino Acids, Peptides, and Proteins"
D044963,"Biopsy, Fine-Needle",E01.370.225.500.384.100.119.500,E01,D003933,Diagnosis
D044963,"Biopsy, Fine-Needle",E04.074.119.500,E04,D013514,"Surgical Procedures, Operative"
D044963,"Biopsy, Fine-Needle",E05.200.500.384.100.119.500,E05,D008919,Investigative Techniques
D000097607,Homeobox Protein SIX3,D12.776.260.400.242,D12,D000602,"Amino Acids, Peptides, and Proteins"
D008816,"Mice, Jimpy",B01.050.150.900.649.313.992.635.505.500.550.430,B01,D056890,Eukaryota
D001697,Biomedical and Dental Materials,D25,D25,D001697,Biomedical and Dental Materials
D001697,Biomedical and Dental Materials,D27.720.102,D27,D020164,Chemical Actions and Uses
D001697,Biomedical and Dental Materials,J01.637.051,J01,D013676,"Technology, Industry, and Agriculture"
D000085682,Working Dogs,B01.050.050.116.906,B01,D056890,Eukaryota
D046028,Canidae,B01.050.150.900.649.313.750.250.216,B01,D056890,Eukaryota
D002397,Catfishes,B01.050.150.900.493.080,B01,D056890,Eukaryota
D000829,"Animals, Domestic",B01.050.050.116,B01,D056890,Eukaryota
D018397,Equidae,B01.050.150.900.649.313.984.235,B01,D056890,Eukaryota
D057805,Pets,B01.050.050.116.600,B01,D056890,Eukaryota
D012688,Septum Pellucidum,A08.186.211.140.814,A08,D009420,Nervous System
D015240,"Phorbol 12,13-Dibutyrate",D02.455.849.291.500.510.700,D02,D009930,Organic Chemicals
D044967,Serum,A12.207.152.846,A12,D005441,Fluids and Secretions
D044967,Serum,A15.145.846,A15,D006424,Hemic and Immune Systems
D038461,Proline-Directed Protein Kinases,D08.811.913.696.620.682.700.646,D08,D045762,Enzymes and Coenzymes
D038461,Proline-Directed Protein Kinases,D12.776.476.563.646,D12,D000602,"Amino Acids, Peptides, and Proteins"
D049883,Perna,B01.050.500.644.080.537.600,B01,D056890,Eukaryota
D000753,"Anemia, Refractory",C15.378.050.400,C15,D006425,Hemic and Lymphatic Diseases
D013539,Simian virus 40,B04.280.210.700.615.700,B04,D014780,Viruses
D020561,Alphaproteobacteria,B03.660.050,B03,D001419,Bacteria
D002858,Chromium Alloys,D01.220.175,D01,D007287,Inorganic Chemicals
D002858,Chromium Alloys,D25.058.224,D25,D001697,Biomedical and Dental Materials
D002858,Chromium Alloys,J01.637.051.058.224,J01,D013676,"Technology, Industry, and Agriculture"
D012669,Seminal Vesicles,A05.360.444.713,A05,D014566,Urogenital System
D003035,Cobalt,D01.268.556.185,D01,D007287,Inorganic Chemicals
D013666,Tears,A12.200.882,A12,D005441,Fluids and Secretions
D011127,Polyps,C23.300.825,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D017968,Vanadium Compounds,D01.960,D01,D007287,Inorganic Chemicals
D003883,Arthrodermataceae,B01.300.107.650.080,B01,D056890,Eukaryota
D001754,Blastocladiella,B01.300.230.150,B01,D056890,Eukaryota
D032489,Taxodium,B01.875.800.575.912.625.750.774,B01,D056890,Eukaryota
D058467,Tardigrada,B01.050.500.901,B01,D056890,Eukaryota
D000071477,Gubernaculum,A16.551,A16,D004628,Embryonic Structures
D031176,Bidens,B01.875.800.575.912.250.100.137,B01,D056890,Eukaryota
D020597,Stigmatella,B03.660.125.500.710,B03,D001419,Bacteria
D016815,Microsporea,B01.300.360.500,B01,D056890,Eukaryota
D029622,Portulacaceae,B01.875.800.575.912.250.198.500.984,B01,D056890,Eukaryota
D014985,Xerophthalmia,C11.187.810,C11,D005128,Eye Diseases
D002693,Chlamydiaceae,B03.440.190.190,B03,D001419,Bacteria
D000086182,Dermatophilus,B03.510.024.288,B03,D001419,Bacteria
D054700,Clausena,B01.875.800.575.912.250.875.216,B01,D056890,Eukaryota
D035981,Hedera,B01.875.800.575.912.250.087.412,B01,D056890,Eukaryota
D031044,Polyalthia,B01.875.800.575.912.250.065.937,B01,D056890,Eukaryota
D009917,Orbital Fractures,C10.900.300.284.500.550,C10,D009422,Nervous System Diseases
D009917,Orbital Fractures,C26.404.750.684,C26,D014947,Wounds and Injuries
D031345,Phlomis,B01.875.800.575.912.250.583.520.750,B01,D056890,Eukaryota
D031805,Pontederiaceae,B01.875.800.575.912.250.827,B01,D056890,Eukaryota
D031043,Guatteria,B01.875.800.575.912.250.065.875,B01,D056890,Eukaryota
D019068,Bryopsida,B01.875.800.575.137.500,B01,D056890,Eukaryota
D001700,Biomphalaria,B01.050.500.644.400.750.185,B01,D056890,Eukaryota
D032161,Antirrhinum,B01.875.800.575.912.250.583.700.067,B01,D056890,Eukaryota
D036905,Dictamnus,B01.875.800.575.912.250.875.255,B01,D056890,Eukaryota
D009761,Nystatin,D02.540.505.575,D02,D009930,Organic Chemicals
D031111,Balanophoraceae,B01.875.800.575.912.250.106,B01,D056890,Eukaryota
D006091,Gram-Negative Chemolithotrophic Bacteria,B03.440.400.450,B03,D001419,Bacteria
D018556,"Crops, Agricultural",B01.650.160,B01,D056890,Eukaryota
D018556,"Crops, Agricultural",G07.203.300.300,G07,D010829,Physiological Phenomena
D018556,"Crops, Agricultural",J02.500.300,J02,D019602,Food and Beverages
D028321,Plant Preparations,D20.215.784,D20,D045424,Complex Mixtures
D032428,Strelitziaceae,B01.875.800.575.912.250.618.937.727,B01,D056890,Eukaryota
D032387,Tropaeolaceae,B01.875.800.575.912.250.942,B01,D056890,Eukaryota
D029065,Aristolochiaceae,B01.875.800.575.912.250.096,B01,D056890,Eukaryota
D029628,Hydrangeaceae,B01.875.800.575.912.250.859.937.374,B01,D056890,Eukaryota
D019380,Anti-HIV Agents,D27.505.954.122.388.077.088,D27,D020164,Chemical Actions and Uses
D018894,Reverse Transcriptase Inhibitors,D27.505.519.389.675.850,D27,D020164,Chemical Actions and Uses
D048348,Reverse Transcription,G02.111.873.500,G02,D055598,Chemical Phenomena
D048348,Reverse Transcription,G05.297.700.500,G05,D055614,Genetic Phenomena
D005714,Gambia,Z01.058.290.190.300,Z01,D005842,Geographic Locations
D010849,Picornaviridae,B04.820.578.688.005,B04,D014780,Viruses
D002031,Bulgaria,Z01.542.248.180,Z01,D005842,Geographic Locations
D000163,Acquired Immunodeficiency Syndrome,C01.221.250.875.040,C01,D007239,Infections
D000163,Acquired Immunodeficiency Syndrome,C12.100.937.640.400.040,C12,D000091642,Urogenital Diseases
D000163,Acquired Immunodeficiency Syndrome,C20.673.480.040,C20,D007154,Immune System Diseases
D000099178,Retinoid Isomerohydrolase,D08.811.399.325.501,D08,D045762,Enzymes and Coenzymes
D000099178,Retinoid Isomerohydrolase,D12.776.306.751,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000099154,Picornavirales,B04.820.578.688,B04,D014780,Viruses
D012432,Rwanda,Z01.058.290.100.535,Z01,D005842,Geographic Locations
D001103,Arboviruses,B04.080,B04,D014780,Viruses
D000386,AIDS-Related Complex,C01.221.250.875.080,C01,D007239,Infections
D000386,AIDS-Related Complex,C12.100.937.640.400.080,C12,D000091642,Urogenital Diseases
D000386,AIDS-Related Complex,C20.673.480.080,C20,D007154,Immune System Diseases
D008383,Margarine,D10.212.302.651,D10,D008055,Lipids
D008383,Margarine,G07.203.300.350.500,G07,D010829,Physiological Phenomena
D008383,Margarine,J02.500.350.500,J02,D019602,Food and Beverages
D024363,Transcription Initiation Site,G05.360.340.024.340.137.750.840,G05,D055614,Genetic Phenomena
D018086,Glutamate Dehydrogenase (NADP+),D08.811.682.664.500.410,D08,D045762,Enzymes and Coenzymes
D002223,Carbamoyl-Phosphate Synthase (Glutamine-Hydrolyzing),D08.811.464.259.400.300,D08,D045762,Enzymes and Coenzymes
D010850,Picornaviridae Infections,C01.925.782.687,C01,D007239,Infections
D018910,Video Games,I03.450.642.693.930,I03,D006802,Human Activities
D018910,Video Games,L01.224.900.930,L01,D007254,Information Science
D010252,Paramyxoviridae,B04.820.480.937.600,B04,D014780,Viruses
D018098,Paramyxovirinae,B04.820.480.937.600.650,B04,D014780,Viruses
D001496,Batrachotoxins,D20.888.033.112,D20,D045424,Complex Mixtures
D001496,Batrachotoxins,D23.946.833.033.112,D23,D001685,Biological Factors
D017537,"Mesenteric Artery, Inferior",A07.015.114.565.510,A07,D002319,Cardiovascular System
D000096823,Cough-Variant Asthma,C08.127.108.784,C08,D012140,Respiratory Tract Diseases
D000096823,Cough-Variant Asthma,C20.543.480.680.095.688,C20,D007154,Immune System Diseases
D011012,"Pneumomediastinum, Diagnostic",E01.370.388.600,E01,D003933,Diagnosis
D015017,Yolk Sac,A10.615.284.981,A10,D014024,Tissues
D015017,Yolk Sac,A16.254.750.981,A16,D004628,Embryonic Structures
D006519,"Hepatitis, Alcoholic",C06.552.380.290,C06,D004066,Digestive System Diseases
D006519,"Hepatitis, Alcoholic",C25.775.100.087.645.490,C25,D064419,Chemically-Induced Disorders
D060054,Agrobacterium,B03.440.400.425.700.024,B03,D001419,Bacteria
D009410,Nerve Degeneration,C23.550.737,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D012148,Restless Legs Syndrome,C10.803,C10,D009422,Nervous System Diseases
D012148,Restless Legs Syndrome,F03.870.400.800.700,F03,D001523,Mental Disorders
D065842,Pars Compacta,A08.186.211.132.659.413.656.249,A08,D009420,Nervous System
D000071439,Pseudoautosomal Regions,A11.284.187.865.400,A11,D002477,Cells
D000071439,Pseudoautosomal Regions,G05.360.162.865.400,G05,D055614,Genetic Phenomena
D017109,"Akathisia, Drug-Induced",C10.228.662.037,C10,D009422,Nervous System Diseases
D017109,"Akathisia, Drug-Induced",C23.888.592.350.600.500,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D017109,"Akathisia, Drug-Induced",C25.100.249,C25,D064419,Chemically-Induced Disorders
D065206,Extracellular Traps,A11.284.295.495,A11,D002477,Cells
D019071,Persia,Z01.586.035.725,Z01,D005842,Geographic Locations
D044137,Haemophilus parasuis,B03.440.450.600.450.700,B03,D001419,Bacteria
D000405,Akinetic Mutism,C10.228.140.042,C10,D009422,Nervous System Diseases
D044138,Haemophilus somnus,B03.440.450.600.450.750,B03,D001419,Bacteria
D020183,Nocturnal Paroxysmal Dystonia,C10.886.659.627,C10,D009422,Nervous System Diseases
D020183,Nocturnal Paroxysmal Dystonia,F03.870.664.627,F03,D001523,Mental Disorders
D012162,Retinal Degeneration,C11.270.612,C11,D005128,Eye Diseases
D045586,Intranuclear Inclusion Bodies,A11.284.420.400,A11,D002477,Cells
D042581,Intranuclear Space,A11.284.430.106.279.345,A11,D002477,Cells
D009472,Neuronal Ceroid-Lipofuscinoses,C10.574.500.550,C10,D009422,Nervous System Diseases
D009472,Neuronal Ceroid-Lipofuscinoses,C16.320.400.600,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
